label,Date,CValue
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2017-03-31,[2.33263e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2018-03-31,[2.49042e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2019-03-31,[2.64359e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2021-03-31,[3.66369e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2022-03-31,[3.89693e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2023-03-31,[4.04249e+11]
In foreign offices,2001-03-31,[4000000.]
In foreign offices,2002-03-31,[3000000.]
In foreign offices,2009-03-31,[4000000.]
In foreign offices,2010-03-31,[5000000.]
In foreign offices,2010-09-30,[-4000000.]
In foreign offices,2016-06-30,[2000000.]
In foreign offices,2016-09-30,[-2000000.]
In foreign offices,2018-03-31,[2000000.]
In foreign offices,2019-06-30,[24000000.]
In foreign offices,2020-03-31,[25000000.]
In foreign offices,2021-03-31,[25000000.]
In foreign offices,2021-12-31,[-25000000.]
In foreign offices,2001-03-31,[13000000.]
In foreign offices,2001-06-30,[2000000.]
In foreign offices,2002-03-31,[16000000.]
In foreign offices,2002-06-30,[-4000000.]
In foreign offices,2002-09-30,[17000000.]
In foreign offices,2002-12-31,[-29000000.]
In foreign offices,2003-09-30,[6000000.]
In foreign offices,2003-12-31,[-4000000.]
In foreign offices,2006-09-30,[35000000.]
In foreign offices,2006-12-31,[95000000.]
In foreign offices,2007-03-31,[31000000.]
In foreign offices,2007-06-30,[37000000.]
In foreign offices,2007-09-30,[-64000000.]
In foreign offices,2007-12-31,[-4000000.]
In foreign offices,2008-06-30,[2000000.]
In foreign offices,2008-09-30,[-2000000.]
In foreign offices,2011-09-30,[5000000.]
In foreign offices,2011-12-31,[-5000000.]
In foreign offices,2012-03-31,[5000000.]
In foreign offices,2012-06-30,[-5000000.]
In foreign offices,2013-06-30,[2000000.]
In foreign offices,2013-09-30,[2000000.]
In foreign offices,2013-12-31,[-5000000.]
In foreign offices,2016-03-31,[3000000.]
In foreign offices,2016-06-30,[-3000000.]
In foreign offices,2018-06-30,[14000000.]
In foreign offices,2018-09-30,[-14000000.]
In foreign offices,2021-03-31,[21000000.]
In foreign offices,2021-06-30,[5000000.]
In foreign offices,2021-09-30,[8000000.]
In foreign offices,2021-12-31,[-29000000.]
In foreign offices,2022-03-31,[7000000.]
In foreign offices,2022-06-30,[-7000000.]
In foreign offices,2022-12-31,[2000000.]
In foreign offices,2001-03-31,[2000000.]
In foreign offices,2001-12-31,[2000000.]
In foreign offices,2016-09-30,[2000000.]
In foreign offices,2017-03-31,[2000000.]
In foreign offices,2017-06-30,[7000000.]
In foreign offices,2017-12-31,[-9000000.]
In foreign offices,2022-06-30,[2000000.]
In foreign offices,2022-09-30,[-2000000.]
In foreign offices,2001-03-31,[3000000.]
In foreign offices,2001-12-31,[9000000.]
In foreign offices,2002-03-31,[11000000.]
In foreign offices,2002-12-31,[-2000000.]
In foreign offices,2003-03-31,[12000000.]
In foreign offices,2004-03-31,[13000000.]
In foreign offices,2005-03-31,[14000000.]
In foreign offices,2006-03-31,[13000000.]
In foreign offices,2006-09-30,[5000000.]
In foreign offices,2006-12-31,[-4000000.]
In foreign offices,2007-03-31,[15000000.]
In foreign offices,2007-09-30,[-7000000.]
In foreign offices,2007-12-31,[-2000000.]
In foreign offices,2010-03-31,[4000000.]
In foreign offices,2010-12-31,[-3000000.]
In foreign offices,2011-03-31,[6000000.]
In foreign offices,2011-09-30,[-3000000.]
In foreign offices,2011-12-31,[-3000000.]
In foreign offices,2013-09-30,[5000000.]
In foreign offices,2013-12-31,[8000000.]
In foreign offices,2014-03-31,[12000000.]
In foreign offices,2014-06-30,[-6000000.]
In foreign offices,2014-09-30,[3000000.]
In foreign offices,2014-12-31,[-6000000.]
In foreign offices,2015-03-31,[12000000.]
In foreign offices,2015-12-31,[-13000000.]
In foreign offices,2016-06-30,[12000000.]
In foreign offices,2016-09-30,[41000000.]
In foreign offices,2016-12-31,[-3000000.]
In foreign offices,2017-03-31,[83000000.]
In foreign offices,2017-06-30,[39000000.]
In foreign offices,2017-09-30,[-40000000.]
In foreign offices,2018-03-31,[87000000.]
In foreign offices,2018-06-30,[-11000000.]
In foreign offices,2018-12-31,[-9000000.]
In foreign offices,2019-03-31,[58000000.]
In foreign offices,2019-06-30,[-57000000.]
In foreign offices,2020-03-31,[16000000.]
In foreign offices,2021-03-31,[39000000.]
In foreign offices,2021-06-30,[-21000000.]
In foreign offices,2021-09-30,[27000000.]
In foreign offices,2021-12-31,[-25000000.]
In foreign offices,2022-03-31,[88000000.]
In foreign offices,2022-06-30,[-25000000.]
In foreign offices,2022-09-30,[-20000000.]
In foreign offices,2022-12-31,[4000000.]
In foreign offices,2023-03-31,[59000000.]
In foreign offices,2007-06-30,[3000000.]
In foreign offices,2012-12-31,[6000000.]
In foreign offices,2013-06-30,[2000000.]
In foreign offices,2013-09-30,[5000000.]
In foreign offices,2013-12-31,[4000000.]
In foreign offices,2014-06-30,[4000000.]
In foreign offices,2017-09-30,[2000000.]
In foreign offices,2019-09-30,[26000000.]
In foreign offices,2019-12-31,[-26000000.]
Noninterest-bearing,2001-03-31,[5.2683e+10]
Noninterest-bearing,2002-03-31,[6.6567e+10]
Noninterest-bearing,2003-03-31,[7.0991e+10]
Noninterest-bearing,2004-03-31,[8.0262e+10]
Noninterest-bearing,2004-12-31,[5.0687e+10]
Noninterest-bearing,2005-03-31,[1.34412e+11]
Noninterest-bearing,2006-03-31,[1.3443e+11]
Noninterest-bearing,2007-03-31,[1.29307e+11]
Noninterest-bearing,2008-03-31,[1.33933e+11]
Noninterest-bearing,2008-09-30,[6.7611e+10]
Noninterest-bearing,2009-03-31,[2.02159e+11]
Noninterest-bearing,2010-03-31,[2.13262e+11]
Noninterest-bearing,2011-03-31,[2.45978e+11]
Noninterest-bearing,2011-06-30,[4.4466e+10]
Noninterest-bearing,2011-09-30,[3.4861e+10]
Noninterest-bearing,2012-03-31,[3.45807e+11]
Noninterest-bearing,2013-03-31,[3.68982e+11]
Noninterest-bearing,2013-09-30,[3.74e+10]
Noninterest-bearing,2014-03-31,[3.90638e+11]
Noninterest-bearing,2014-06-30,[3.3019e+10]
Noninterest-bearing,2015-03-31,[4.49291e+11]
Noninterest-bearing,2015-06-30,[-1.311e+10]
Noninterest-bearing,2015-09-30,[-2.682e+10]
Noninterest-bearing,2015-12-31,[-1.3084e+10]
Noninterest-bearing,2016-03-31,[3.87733e+11]
Noninterest-bearing,2017-03-31,[4.04651e+11]
Noninterest-bearing,2018-03-31,[4.01009e+11]
Noninterest-bearing,2019-03-31,[3.6622e+11]
Noninterest-bearing,2020-03-31,[4.76118e+11]
Noninterest-bearing,2020-06-30,[5.8117e+10]
Noninterest-bearing,2021-03-31,[6.35435e+11]
Noninterest-bearing,2021-09-30,[3.4398e+10]
Noninterest-bearing,2022-03-31,[7.25451e+11]
Noninterest-bearing,2022-09-30,[-2.2408e+10]
Noninterest-bearing,2022-12-31,[-4.5987e+10]
Noninterest-bearing,2023-03-31,[6.67827e+11]
Interest-bearing,2005-03-31,[1.48663e+11]
Interest-bearing,2006-03-31,[1.56958e+11]
Interest-bearing,2007-03-31,[1.93211e+11]
Interest-bearing,2010-03-31,[3.73907e+11]
Interest-bearing,2010-06-30,[-4.7289e+10]
Interest-bearing,2011-03-31,[3.79164e+11]
Interest-bearing,2013-06-30,[-3.7739e+10]
Interest-bearing,2015-03-31,[2.9234e+11]
Interest-bearing,2015-06-30,[-5.3373e+10]
Interest-bearing,2016-03-31,[2.3747e+11]
Interest-bearing,2017-03-31,[2.36736e+11]
Interest-bearing,2018-03-31,[2.5245e+11]
Interest-bearing,2019-03-31,[2.6497e+11]
Interest-bearing,2021-03-31,[3.63885e+11]
Interest-bearing,2022-03-31,[4.04928e+11]
Interest-bearing,2023-03-31,[4.02644e+11]
Interest-bearing,2004-03-31,[1.29949e+11]
Interest-bearing,2005-03-31,[2.4436e+11]
Interest-bearing,2006-03-31,[2.83246e+11]
Interest-bearing,2008-09-30,[1.39475e+11]
Interest-bearing,2009-03-31,[4.3537e+11]
Interest-bearing,2010-03-31,[4.2318e+11]
Interest-bearing,2011-03-31,[4.56101e+11]
Interest-bearing,2012-03-31,[4.96664e+11]
Interest-bearing,2013-03-31,[5.39507e+11]
Interest-bearing,2014-03-31,[6.17319e+11]
Interest-bearing,2015-03-31,[6.66196e+11]
Interest-bearing,2016-03-31,[7.49675e+11]
Interest-bearing,2017-03-31,[8.61222e+11]
Interest-bearing,2018-03-31,[8.87749e+11]
Interest-bearing,2019-03-31,[9.29058e+11]
Interest-bearing,2020-03-31,[1.063057e+12]
Interest-bearing,2021-03-31,[1.350979e+12]
Interest-bearing,2022-03-31,[1.475667e+12]
Interest-bearing,2022-06-30,[-6.4452e+10]
Interest-bearing,2023-03-31,[1.375819e+12]
Time deposits with a remaining maturity of one year or less,2008-03-31,[7.2316e+10]
Time deposits with a remaining maturity of one year or less,2009-03-31,[7.2356e+10]
Time deposits with a remaining maturity of one year or less,2009-12-31,[2.3103e+10]
Time deposits with a remaining maturity of one year or less,2010-03-31,[8.709e+10]
Time deposits with a remaining maturity of one year or less,2010-06-30,[-1.8764e+10]
Time deposits with a remaining maturity of one year or less,2011-03-31,[8.4711e+10]
Time deposits with a remaining maturity of one year or less,2011-09-30,[-2.1535e+10]
Time deposits with a remaining maturity of one year or less,2012-03-31,[1.01298e+11]
Time deposits with a remaining maturity of one year or less,2013-03-31,[1.09385e+11]
Time deposits with a remaining maturity of one year or less,2013-06-30,[-2.9977e+10]
Time deposits with a remaining maturity of one year or less,2013-12-31,[-3.3653e+10]
Time deposits with a remaining maturity of one year or less,2015-03-31,[6.5023e+10]
Time deposits with a remaining maturity of one year or less,2016-03-31,[5.8651e+10]
Time deposits with a remaining maturity of one year or less,2016-09-30,[-3.4944e+10]
Time deposits with a remaining maturity of one year or less,2017-03-31,[2.4844e+10]
Time deposits with a remaining maturity of one year or less,2018-03-31,[2.797e+10]
Time deposits with a remaining maturity of one year or less,2022-03-31,[5.7866e+10]
Time deposits with a remaining maturity of one year or less,2023-03-31,[8.2379e+10]
"Individuals, partnerships, and corporations",2002-03-31,[8.6583e+10]
"Individuals, partnerships, and corporations",2007-03-31,[1.50595e+11]
"Individuals, partnerships, and corporations",2010-03-31,[2.57922e+11]
"Individuals, partnerships, and corporations",2011-03-31,[2.72605e+11]
"Individuals, partnerships, and corporations",2012-03-31,[2.46402e+11]
"Individuals, partnerships, and corporations",2013-12-31,[-3.3126e+10]
"Individuals, partnerships, and corporations",2014-03-31,[2.36323e+11]
"Individuals, partnerships, and corporations",2015-03-31,[2.05193e+11]
"Individuals, partnerships, and corporations",2016-03-31,[1.79216e+11]
"Individuals, partnerships, and corporations",2017-03-31,[2.03564e+11]
"Individuals, partnerships, and corporations",2018-03-31,[2.14273e+11]
"Individuals, partnerships, and corporations",2020-03-31,[2.88085e+11]
"Individuals, partnerships, and corporations",2021-03-31,[3.01067e+11]
"Individuals, partnerships, and corporations",2022-03-31,[3.40644e+11]
"Individuals, partnerships, and corporations",2023-03-31,[3.44304e+11]
"Individuals, partnerships, and corporations",2012-03-31,[1.17545e+11]
"Individuals, partnerships, and corporations",2013-03-31,[1.71267e+11]
"Individuals, partnerships, and corporations",2013-06-30,[-3.5289e+10]
"Individuals, partnerships, and corporations",2014-03-31,[1.7077e+11]
"Individuals, partnerships, and corporations",2016-03-31,[2.48815e+11]
"Individuals, partnerships, and corporations",2017-03-31,[3.05567e+11]
"Individuals, partnerships, and corporations",2018-03-31,[2.81842e+11]
"Individuals, partnerships, and corporations",2019-03-31,[2.76222e+11]
"Individuals, partnerships, and corporations",2020-03-31,[3.78907e+11]
"Individuals, partnerships, and corporations",2021-03-31,[4.38616e+11]
"Individuals, partnerships, and corporations",2022-03-31,[4.82144e+11]
"Individuals, partnerships, and corporations",2023-03-31,[4.41181e+11]
"Individuals, partnerships, and corporations",2001-03-31,[1.01518e+11]
"Individuals, partnerships, and corporations",2003-03-31,[1.3734e+11]
"Individuals, partnerships, and corporations",2004-03-31,[1.70513e+11]
"Individuals, partnerships, and corporations",2004-12-31,[1.28399e+11]
"Individuals, partnerships, and corporations",2005-03-31,[3.12e+11]
"Individuals, partnerships, and corporations",2006-03-31,[3.44126e+11]
"Individuals, partnerships, and corporations",2007-03-31,[3.59896e+11]
"Individuals, partnerships, and corporations",2008-03-31,[3.91732e+11]
"Individuals, partnerships, and corporations",2008-09-30,[2.12963e+11]
"Individuals, partnerships, and corporations",2009-03-31,[5.44086e+11]
"Individuals, partnerships, and corporations",2010-03-31,[5.23165e+11]
"Individuals, partnerships, and corporations",2011-03-31,[5.4539e+11]
"Individuals, partnerships, and corporations",2012-03-31,[6.64339e+11]
"Individuals, partnerships, and corporations",2013-03-31,[6.66715e+11]
"Individuals, partnerships, and corporations",2014-03-31,[7.53401e+11]
"Individuals, partnerships, and corporations",2015-03-31,[7.96821e+11]
"Individuals, partnerships, and corporations",2016-03-31,[7.98441e+11]
"Individuals, partnerships, and corporations",2017-03-31,[8.62321e+11]
"Individuals, partnerships, and corporations",2018-03-31,[9.09953e+11]
"Individuals, partnerships, and corporations",2019-03-31,[9.32319e+11]
"Individuals, partnerships, and corporations",2020-03-31,[1.035851e+12]
"Individuals, partnerships, and corporations",2020-06-30,[1.24747e+11]
"Individuals, partnerships, and corporations",2021-03-31,[1.411006e+12]
"Individuals, partnerships, and corporations",2022-03-31,[1.578343e+12]
"Individuals, partnerships, and corporations",2022-06-30,[-5.264e+10]
"Individuals, partnerships, and corporations",2022-12-31,[-6.0727e+10]
"Individuals, partnerships, and corporations",2023-03-31,[1.476389e+12]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2001-03-31,[1.6177e+10]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2001-06-30,[-2.528e+09]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2001-12-31,[-1.14e+10]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2008-03-31,[9.5e+09]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2008-12-31,[2.3874e+10]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2009-03-31,[2.4514e+10]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2009-09-30,[-1.0835e+10]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2010-03-31,[1.5457e+10]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2010-06-30,[-3.209e+09]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2011-03-31,[1.5736e+10]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2011-12-31,[-5.737e+09]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2012-03-31,[6.803e+09]
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2013-03-31,[4.548e+09]
